"language","setCode","cardId","defaultVariantId","collectorNumber","variants","approvedFacePresent","beforePreferredBlank","afterPreferredBlank","presentation","sourceVariantId","assetId"
"en","swsh7","64605614-67ae-453f-ac15-6a642e2513a7","1e864459-6621-4c3c-993d-99d6c534f410","3","2","true","false","false","shared","ddef4a71-607b-4413-bb84-2a4ac62c1b65","44aae85b-5b66-4b22-aff1-16edd3ae9d7d"
"en","swsh7","d3baf5ae-994a-44e5-bce5-446a75f19a64","13435bc1-de47-48a1-948a-c731901a898e","4","2","true","false","false","exact","13435bc1-de47-48a1-948a-c731901a898e","37cbc151-85eb-4aba-91c8-a97a95eaaf74"
"en","swsh7","503a9acf-22e5-4217-99f8-3b65c0fd59b9","275ff3ff-eaaf-4d55-be67-12af59816d14","5","2","true","false","false","exact","275ff3ff-eaaf-4d55-be67-12af59816d14","46d9ed1a-455d-412d-8e39-eb31d95ae3ac"
"en","swsh7","bdfc6677-ac23-4554-b529-4d10b051bc45","191ae7ec-0b7c-4d1e-9a2e-09b01fd4bc0c","6","2","true","false","false","shared","4ec19529-5f61-4fea-a848-e63000f97438","1170327a-0279-4d5f-aff1-545e2e460035"
"en","swsh7","53eadfb7-3f3f-41f3-ae81-aa8a387d0db2","36a0417c-bf2d-4353-991e-5ebd1bfcf660","7","1","true","false","false","exact","36a0417c-bf2d-4353-991e-5ebd1bfcf660","77b466d2-ba37-44f8-8978-793d3b3c833c"
"en","swsh7","9427906b-08df-4d68-8d51-e2fb655c1c7b","2351fbc8-8492-4c0e-9dfb-67a1738362b8","9","2","true","false","false","shared","9c8861a8-282a-4299-a4fb-41cae41b799d","327ceb60-fec8-417d-8dcd-784d413057c7"
"en","swsh7","99d04433-38a2-43a6-9728-02c72282c4a0","32db9850-2573-4d0d-b250-3e46b1e9b42c","10","2","true","false","false","exact","32db9850-2573-4d0d-b250-3e46b1e9b42c","54c5e7de-c2ed-4153-a67b-908521277212"
"en","swsh7","f17b9142-5516-46e9-b76c-6c7b3d70345d","27af2583-d9e0-4a8b-b016-867388d55dbf","11","2","true","false","false","shared","f5be8380-1bd4-4a94-b886-a032730af3c5","49010672-bf76-42b7-b157-727294663b66"
"en","swsh7","03e22d56-62ff-448f-a571-b879bb587a14","448b42de-c072-4fcf-ad65-ba362f05e17e","14","1","true","false","false","exact","448b42de-c072-4fcf-ad65-ba362f05e17e","c7835452-8ad4-45a6-8b97-5b0b25ba20b5"
"en","swsh7","ff037b81-0b9b-4211-b48d-b9c0b5007ae3","19ce5e26-cb82-49b0-9aae-8d74b9c33038","16","2","true","false","false","shared","d6345ad7-7a4d-4c65-aa64-3f4e1e9f15f8","102b9e01-1c31-44d5-a171-b15c5a1e317c"
"en","swsh7","4229058e-185e-48d6-b72f-7112af2e4a7b","1b66af4e-4927-47aa-9aea-726997191b79","19","2","true","false","false","exact","1b66af4e-4927-47aa-9aea-726997191b79","4986df40-701c-4bf1-b4e9-b1f6995fd50b"
"en","swsh7","63e667be-8565-40dc-84b7-e3acaa422310","1e58aa75-ba33-4f62-a7ce-001f8497d48e","24","2","true","false","false","shared","3be2c806-040d-4b87-80e0-5477f62063ec","39ae0119-568b-4e61-94f1-3bf1873f4dd9"
"en","swsh7","f31c2467-53b5-46c8-8339-97e02ac5f661","0afd0739-8075-4121-8899-94d168a1d1a5","26","2","true","false","false","shared","e05ce380-6a4c-45f0-be6b-cc448bb87162","b8f32b56-76a6-4935-8b16-9a5f2131a07c"
"en","swsh7","7b0e73e6-813e-439b-b4d3-78110fdaf766","2730ecf2-5bb0-4227-93fa-137a801916e3","27","2","true","false","false","exact","2730ecf2-5bb0-4227-93fa-137a801916e3","48bf25ee-75c6-4d6a-aa1d-b24cb0adde7b"
"en","swsh7","cc001b88-6225-40c9-b6de-0e3353a34d67","30c8c1de-93e6-46e6-a3cd-cf7b23d8525d","29","1","true","false","false","exact","30c8c1de-93e6-46e6-a3cd-cf7b23d8525d","8cc34710-f459-4dc6-8199-a32314185d86"
"en","swsh7","de50facd-3c5a-4a8a-93c8-d379b84d45a3","250996d3-a285-44ad-aca3-78a4acca5769","33","2","true","false","false","exact","250996d3-a285-44ad-aca3-78a4acca5769","7d54f2cd-fc53-4db8-b922-b9e0ae314612"
"en","swsh7","a894ea95-0915-46e5-98cc-3c1b824b9d1b","04189da2-f99b-47a5-82a3-188abe9d54e8","34","2","true","false","false","shared","e0fb0267-f1b0-4145-8d1f-7e3c8a8891ef","019a3327-4acc-45bd-aece-a53f28a0adaf"
"en","swsh7","85077f52-9716-460f-b90d-a2a0b84b3dc2","3650fbe9-be2d-47df-b5cc-e8bc87e6552a","35","2","true","false","false","exact","3650fbe9-be2d-47df-b5cc-e8bc87e6552a","58b38f33-3e74-4706-a143-5225ac2f126a"
"en","swsh7","1369b51b-371e-4806-bc79-2216cebc98e2","2d7e1f76-46c0-4689-8cb8-5f31a35c69fb","36","2","true","false","false","shared","5390111e-9144-4967-9ccb-dc3046f1c90c","342eed41-4d36-4184-a4e7-537caace9d78"
"en","swsh7","f91008d0-0e46-43cc-a1ce-46c2ea90aedd","235c7f8d-93aa-4034-889d-09587335fb43","41","1","true","false","false","exact","235c7f8d-93aa-4034-889d-09587335fb43","1910ed82-c70d-4682-bec9-67fbb6f44b1e"
"en","swsh7","c61ecb02-9d81-4b43-81bd-c3f6e3b8c908","3a1c9a84-d65b-4558-94fc-fcfe2aadac8a","45","2","true","false","false","shared","1444009a-5ff1-4a73-a6ae-e5e90830d9ca","3aa22a2f-5184-4bb7-8ec3-a2ffae1ec47a"
"en","swsh7","b6233872-36e5-4c4d-ad6b-31d919350a39","2de5c38d-639a-4016-93e2-f9791612e067","46","2","true","false","false","shared","d449f3b0-07ff-4ddd-ab19-83fa2fc1b0db","0a55a986-2b86-461c-bc28-05e57b66ef9f"
"en","swsh7","7788ac3f-2407-441a-91c0-d85ea2aba10b","28a266d4-57a9-4fa3-a44f-535111937168","52","2","true","false","false","shared","20150a8c-7e13-41eb-8504-c9b2258b5b38","1eeae91b-43f5-47e9-b22a-ca39c4336f0b"
"en","swsh7","6729bd71-6871-4a08-a104-fcd24825840c","314f3cbc-52fc-47d3-a58f-34e02fd40c13","56","2","true","false","false","exact","314f3cbc-52fc-47d3-a58f-34e02fd40c13","9fb61271-897f-486b-a2f7-6467008604b6"
"en","swsh7","a6176e76-b77d-4d1f-a9c9-e4df13077f44","16124e70-4e54-490e-982a-42f00e84810b","57","2","true","false","false","shared","8d20cd64-ceed-414d-ab9b-caa14ae845ec","5a3bea77-e7da-4fab-9321-d2aa59ea0700"
"en","swsh7","3b6db742-9dc1-4450-9a8d-36bd982b75b3","40af2d87-4a30-466a-81e8-6dc6d419cd13","59","1","true","false","false","exact","40af2d87-4a30-466a-81e8-6dc6d419cd13","6bcbddad-6872-4302-b08f-153aaa52c71e"
"en","swsh7","20178f71-0f97-45ff-bb80-fb0ef6bb778d","359403a3-9e9a-4a8c-9ab1-66f62fd8ac13","62","2","true","false","false","shared","5c4097e9-1ae9-4019-8af8-ffe2ac389bc8","4071d360-86b8-4ab8-86ad-cc174311c247"
"en","swsh7","d893a6ae-e46b-4a72-bfa9-285b9ae91fdf","3490d129-0c04-4668-a96f-2a18b2a42085","63","2","true","false","false","exact","3490d129-0c04-4668-a96f-2a18b2a42085","30bafc5c-d6e7-46ef-98a8-7401191deb7a"
"en","swsh7","44cefcea-39b2-479a-a594-272bbc833f51","1d2cb4b0-de20-4241-9caf-282f2834ae34","72","2","true","false","false","shared","9ee84b7a-42e5-4f89-8cca-f810597afbfd","72a0f239-9e62-4efb-b7aa-09781131b9c6"
"en","swsh7","448ac932-6f58-48f6-a652-8d4298d4d774","0a6691e7-53b8-446f-a641-fa3dc467066c","73","2","true","false","false","shared","5a4f9f33-8827-47ad-ac76-55ea3aab8f09","0936cb6b-5b0d-4051-bd97-5237cd6f2649"
"en","swsh7","b49bbb6b-d334-4bdb-a7ec-2dd1fb5fa754","1d961300-db77-4bf7-9127-b7a3e41f0da4","74","1","true","false","false","exact","1d961300-db77-4bf7-9127-b7a3e41f0da4","f3be6d03-223f-4c37-8fee-a8eb3aa2c1b9"
"en","swsh7","e6a0ff2e-2a48-41d0-9feb-23e9d78e0280","19aa6937-176b-4fe9-84d5-a1bb5c397fb4","77","2","true","false","false","shared","9a9d1e55-6ae9-41cc-bd3b-5e045cba541f","15754020-1550-44db-bf54-860d75316e4e"
"en","swsh7","72790893-9003-4cee-921a-3dda98b036e7","0afb6249-f5ed-40e5-a341-38195999640f","79","2","true","false","false","exact","0afb6249-f5ed-40e5-a341-38195999640f","2dd5f172-0859-47c2-ae62-0b9fec14c0f8"
"en","swsh7","edb7fdc8-31d9-4de4-9dec-48d6616307cd","264fafb5-4ea4-4f76-a055-e0b460148941","81","2","true","false","false","shared","5d0d01d4-25b4-49f6-bdec-d83524fdffa7","212efeec-7824-4b93-9a34-555c56dd32be"
"en","swsh7","9e316b1c-a53b-43be-852c-f2b903847da4","2d7ea9fa-4e22-43ad-bb05-984cae7eb8e2","82","2","true","false","false","shared","2ecf062e-b56f-4b12-a294-28c8e71b74ce","9ec6ecab-5af4-4dd7-8021-2af8fe87e7bb"
"en","swsh7","165827b4-b2e8-48ae-a303-905bdc2e9eae","0d2414fd-bb84-4dac-ba99-c955c4f95a36","85","2","true","false","false","exact","0d2414fd-bb84-4dac-ba99-c955c4f95a36","b39554ca-854a-4f9e-a8a8-28103b5ecdaf"
"en","swsh7","c48e4902-f81b-4db3-9715-ff68092d66be","3d4593b2-21a1-4aa4-b3e0-56bc46412944","86","2","true","false","false","exact","3d4593b2-21a1-4aa4-b3e0-56bc46412944","9b955a96-1c8d-40bc-8f69-651665818b59"
"en","swsh7","4f131932-7be4-4e98-b07f-2ceafc6d24ac","0b1b4036-a6d9-4c86-9ade-35ca1dc96137","90","2","true","false","false","shared","cc60edd9-dcd7-4fff-bfcd-7bf0f3958c68","34296ec2-ed4c-4c10-bd63-b7025067691d"
"en","swsh7","60094e0d-445e-4269-8b7e-539bdc4b1a9e","04a98e82-3734-455e-8d5b-9bec73901d5f","94","1","true","false","false","exact","04a98e82-3734-455e-8d5b-9bec73901d5f","89fa1929-91a6-4675-87ad-4bc89198a634"
"en","swsh7","94d233cb-7222-442c-8fa7-61d353e2e924","42fbaa06-9177-485f-822f-7c4fc5c46f6a","97","2","true","false","false","exact","42fbaa06-9177-485f-822f-7c4fc5c46f6a","633ebaa9-99dc-4be8-83a2-8f19fc8a53dc"
"en","swsh7","76a527f8-25dc-4bec-afe6-38b9b90c3bce","28402537-8323-4973-8bcc-06a7b2f70958","98","2","true","false","false","shared","8a660bb7-6464-49bc-95d7-031cb639407d","1805f7d4-cf1e-4231-b62c-466beeeaf6d2"
"en","swsh7","20b0893b-0a4a-44ac-a5f1-2f89b860efc1","380939e3-1543-4a41-bf4c-267a87524854","100","1","true","false","false","exact","380939e3-1543-4a41-bf4c-267a87524854","23857e49-87c1-454d-8bce-86026567ff97"
"en","swsh7","8c9ae9d7-f818-4952-8198-0a09b374d400","158cae38-5b86-4b4a-964a-830705bb91ef","101","1","true","false","false","exact","158cae38-5b86-4b4a-964a-830705bb91ef","90b54655-a60f-42f1-9238-203b5a7f7fe9"
"en","swsh7","fa7e0ac5-e65c-47c8-9bd4-9557604fb727","1fffd4a7-92d7-43aa-a1f5-cad34b66df52","105","2","true","false","false","shared","c583e99e-3b03-43d2-b11e-1937ebe1c53d","14a92992-cc8e-455a-86b9-03dda37c7b46"
"en","swsh7","b9d29d22-7025-416d-b6b6-5e67bfe9eba6","1bd92e52-2340-47ab-a34f-c4751de1cbdc","106","2","true","false","false","shared","6a50be34-3b42-468d-bb00-98ac1a184231","44ce25fa-346d-4610-8311-e98acb443113"
"en","swsh7","985200e6-a116-42d1-9a57-c7fc3ddc6c7c","430b008b-bda9-424a-8a5f-1099e50b99ad","107","2","true","false","false","exact","430b008b-bda9-424a-8a5f-1099e50b99ad","094c95d9-c8ef-405d-898c-7c3e3ced19a5"
"en","swsh7","d26339d4-f9d8-4deb-aa71-6a5837a65513","2d40ed07-a955-4a6b-a18d-b9952517adc5","108","2","true","false","false","shared","f548a9cc-5b4f-4228-81ee-b093dbed22fc","73c4be7d-44ba-47be-8e37-637a9bd1b759"
"en","swsh7","f0305780-aa0c-4da1-9d60-854e46257069","165e4bbc-69a4-4776-b835-b056cc47771e","116","2","true","false","false","exact","165e4bbc-69a4-4776-b835-b056cc47771e","82a4749c-fd79-4cd0-8ede-c528acb896a9"
"en","swsh7","eb3bd84b-485c-4724-a7a9-b0e2dcf92336","1147fa0c-31f3-4982-83ab-698478eab923","117","1","true","false","false","exact","1147fa0c-31f3-4982-83ab-698478eab923","debdc0a7-507e-49f5-b3a2-c5c599432d4c"
"en","swsh7","4d5e0063-cbe7-482a-9100-58b578764b18","14f0437a-7b81-4197-99d2-992f8a5f3e20","121","2","true","false","false","exact","14f0437a-7b81-4197-99d2-992f8a5f3e20","32d5bded-a825-4313-9fc8-8a0784d7f043"
"en","swsh7","83ec0545-c386-4055-b714-ce7f19ba3e20","3c3c382f-4a3b-4f98-8b0e-611dcec160fb","123","1","true","false","false","exact","3c3c382f-4a3b-4f98-8b0e-611dcec160fb","bb515b83-c905-4897-92c2-a607b58fb9f5"
"en","swsh7","c468bb70-abcf-4a0b-b0a5-84a24818e0cf","370c9eaa-8bdd-4cd0-93bf-3a5427631955","124","2","true","false","false","exact","370c9eaa-8bdd-4cd0-93bf-3a5427631955","91486144-6e2c-47f8-b033-6345a5226696"
"en","swsh7","fc82b5f8-07c2-48ba-978b-e75efba73dcd","078ce49d-e574-4d74-8c50-b8e36fb6a041","125","2","true","false","false","shared","720a4a69-5868-4798-b15e-647c24537dd9","843d9603-9898-423c-ad7e-aea9995ab0e7"
"en","swsh7","7d6e5840-4f22-420e-bdf0-8a449a6a31d8","31d1eb03-da6b-4636-a2fd-2c67b58adcf9","130","2","true","false","false","shared","b8147a92-d335-4a6e-bfd7-a657ab855c7e","7f018971-619f-4466-af5c-cb7ab26a15d3"
"en","swsh7","e8019612-a328-4786-80aa-07716c8724a6","04719e2d-dcec-4d92-8351-33f51fb062f3","140","2","true","false","false","shared","4664bf68-181d-40e1-b819-a1bf1c6f5a07","213b83cf-f126-4ef0-a96e-37d6503bd58a"
"en","swsh7","7893ca26-a87c-4775-8d10-2f9e62e8147d","0a23b1a4-b0ed-490b-92db-8d6fccd6e058","141","2","true","false","false","exact","0a23b1a4-b0ed-490b-92db-8d6fccd6e058","3b19e365-5e0e-4339-9b10-3a75a747d2fc"
"en","swsh7","ab62adab-7f23-473b-9e57-c4be04d03fe7","0a2d1455-a988-43c8-a366-e44290588243","146","2","true","false","false","exact","0a2d1455-a988-43c8-a366-e44290588243","063452fc-6795-4ea3-b1de-a8c8e1137f04"
"en","swsh7","d944f05f-f65c-4ccf-b246-f84a4b250d02","07fdd12a-94e1-476a-9197-17bfd036bcf2","149","2","true","false","false","shared","036348f6-8a3b-498a-8a5c-48a2be58aa35","9e2bab9f-654a-4595-b850-b2788ae9fb4b"
"en","swsh7","c6894c24-d77c-46b0-bdf5-aa1aaa803470","3888efa9-d4d5-44b5-ac72-e54b77d05e1d","151","2","true","false","false","shared","ebe3d98a-7b8c-4d2d-bd90-bf89ea5aac7a","aa41eda4-18e8-4e2b-b7e4-bfec7ab7c1d0"
"en","swsh7","59f61b3c-1f13-44fb-af2f-4296aaf032f3","31efa77e-0ba3-4756-85f4-0358c0ceea70","152","2","true","false","false","shared","cfd392fe-fa8b-4f05-ae55-cc55a1febfee","6f3461f6-57ff-45c5-9c34-326c1d7ce7e3"
"en","swsh7","826226b3-0192-4966-ac7c-ddc491c61fa7","3a80c67f-7202-4494-b886-ee7d82666f3f","153","2","true","false","false","shared","85f725a9-17d6-48a7-9e42-452daec529b8","a05c18eb-f648-48a0-986f-92bcb9276919"
"en","swsh7","25981b1a-d666-4108-b6cd-bbe320ffeb23","19bd8ad5-fb14-49a2-806d-3bf479de1ab9","154","2","true","false","false","exact","19bd8ad5-fb14-49a2-806d-3bf479de1ab9","a9643148-ce5d-4c6e-aa96-e2c864f89f25"
"en","swsh7","797f4501-441a-4ffb-9b52-11da1232ea7a","2708f83a-579b-4806-bbba-f56a65a870f1","155","2","true","false","false","exact","2708f83a-579b-4806-bbba-f56a65a870f1","0f2ebdd3-2227-4d16-94ab-b74afcc4f93e"
"en","swsh7","bda1795c-358b-4f21-8e25-6c8f9adb4696","40f1ad84-1ba8-4e67-b48b-d6a70660d2f2","157","2","true","false","false","shared","4841647b-3c77-43b1-b971-8447231f64ce","9d866dfe-1b60-48c1-adfd-10d14ace5bf5"
"en","swsh7","d35ea659-b46d-4e4a-af9d-e2683627b881","444449c7-1647-4bd3-861b-beee89229274","159","2","true","false","false","shared","7bc24536-5c89-4c51-9ea8-e5e74be706f5","3036b28f-c3f4-4fd2-89c4-557ccd8cf8cc"
"en","swsh7","571a78a8-9079-4a8e-a98d-fba3efce27ab","1148f6d9-66d2-4ced-9d80-a3b3f3e98516","161","2","true","false","false","shared","e92c3a93-3f21-4679-a7bf-f693a424615d","2af150f3-d24c-46d6-8d85-02b5e15fc1e4"
"en","swsh7","d018830f-0382-405e-8b47-6a7169c50f63","018660c3-843c-4441-a63d-bfe3014944e0","162","2","true","false","false","shared","a0c4f7df-69ff-453e-b41c-f64aa7e7031a","ac168248-6dc9-47d8-ab40-99007d89f8d9"
"en","swsh7","c2fad96a-1456-4843-a5e8-5f51c54b0c1b","32428d61-fbf3-4b5d-85b8-a483c83e8df2","163","2","true","false","false","shared","b8150327-6102-46b4-bdb6-9378f8222c3b","2e64cab8-03bc-472d-a3d8-c94977b2a20f"
"en","swsh7","cc75b4c1-97e2-4526-9050-dd58b00f36a9","354186d6-9eae-4dea-beae-30a896b858b3","165","2","true","false","false","shared","bd324471-7cd5-4d51-8a2f-263c9757074d","1983e95a-dedd-41dc-a3cd-3b2e3c1b8624"
"en","swsh7","aebb1895-b489-4b39-ab35-398458c2ce6c","1080ebf8-9609-4cfa-a0a2-403d17a538ea","178","1","true","false","false","exact","1080ebf8-9609-4cfa-a0a2-403d17a538ea","82b4e61d-ee74-43d1-8841-85da729b0fe7"
"en","swsh7","e2da0d1b-ecdb-43b4-81ac-1d9597d73e13","1445bbbd-9bdd-4efb-9ab3-bfa5ded940e3","179","1","true","false","false","exact","1445bbbd-9bdd-4efb-9ab3-bfa5ded940e3","c97b3135-1d9c-49b0-8db3-ad078a7dfb93"
"en","swsh7","12ec602a-ed24-492b-a815-426f72a345ae","132e75d5-1674-428d-896f-d3eeda4565ea","180","1","true","false","false","exact","132e75d5-1674-428d-896f-d3eeda4565ea","b1519fb1-1ae7-40bf-a09a-86b71c2b2686"
"en","swsh7","5d841f7a-f6ce-4f3d-9248-9ab6d0f3b9f0","43978a0b-60bb-4d99-a40a-32c0dc44ef6f","182","1","true","false","false","exact","43978a0b-60bb-4d99-a40a-32c0dc44ef6f","f72a6ea1-6dff-4d4b-815c-f55d5995ff51"
"en","swsh7","7e999ce0-45e3-4c62-9c71-3eb4c0808b9d","2ea39709-fc28-4653-9a42-6d0dee1ee9af","183","1","true","false","false","exact","2ea39709-fc28-4653-9a42-6d0dee1ee9af","cf4b73d1-b532-4e55-9339-127877a410ae"
"en","swsh7","97961742-8589-4c67-9eff-70c2f43265da","09c1fe98-ba41-4879-b6f7-dc854392e609","186","1","true","false","false","exact","09c1fe98-ba41-4879-b6f7-dc854392e609","e3a9601f-1313-4256-9b94-abf07f92c7f6"
"en","swsh7","02722b2e-95d5-4cd3-8656-ad5c90fd83b1","23a5f3ed-5050-40d5-9a2f-b63e9c36c940","191","1","true","false","false","exact","23a5f3ed-5050-40d5-9a2f-b63e9c36c940","6cbf7bfc-749e-4cef-bb95-6c9a4474a799"
"en","swsh7","2773b35b-d627-49e3-b14c-2179ca2a0020","2e8dc2dd-7d40-4a92-8951-3558fdd36718","192","1","true","false","false","exact","2e8dc2dd-7d40-4a92-8951-3558fdd36718","b8e080e1-c4b8-47b4-a4af-3f52792dee54"
"en","swsh7","b5509a14-4bf1-4fd2-a1b7-c9b6d9541139","0e3f9681-aa84-4900-b264-bc13b4740ef5","193","1","true","false","false","exact","0e3f9681-aa84-4900-b264-bc13b4740ef5","553acd53-38b4-4b06-801a-19b0eecc7eb0"
"en","swsh7","b3a07ec3-ebd9-4040-bca4-2602b33819b8","0157d2f0-665c-4eed-a256-5c6bcb2d6229","198","1","true","false","false","exact","0157d2f0-665c-4eed-a256-5c6bcb2d6229","2fe2d34c-636c-49ef-949b-9880ea3e5ce2"
"en","swsh7","073c6e73-4f65-47c7-8fc1-2b81ed60fb25","44355956-7560-4ceb-9944-09e11f9edc08","204","1","true","false","false","exact","44355956-7560-4ceb-9944-09e11f9edc08","86cb514e-1815-460a-9dfb-6c3e6de35c9b"
"en","swsh7","4c0d0dad-f574-44ae-8970-09778713664a","0ecc33b1-8f71-4c3a-a958-cdb9e7d8b1cd","208","1","true","false","false","exact","0ecc33b1-8f71-4c3a-a958-cdb9e7d8b1cd","d51ef6e3-9657-4115-bec8-3a9d8de1ebb0"
"en","swsh7","16d4fa77-a89e-4f88-8b4b-9254472756e6","04d24f3c-6c94-4a65-80e8-ed4a9e58835a","214","1","true","false","false","exact","04d24f3c-6c94-4a65-80e8-ed4a9e58835a","d7cf8d32-168f-4aea-ab16-e9ed2e543ce6"
"en","swsh7","b56bb0fa-976c-457b-aea2-02473182ced8","0faa8236-a1f6-4ad1-b681-6bbc369c6a91","215","1","true","false","false","exact","0faa8236-a1f6-4ad1-b681-6bbc369c6a91","44aaf3e5-0164-4a36-9933-d3cd3c79d9eb"
"en","swsh7","2fed1084-a19f-4092-a124-38b792644dd0","1ad12a5f-9653-4c25-a101-c8902608b813","217","1","true","false","false","exact","1ad12a5f-9653-4c25-a101-c8902608b813","a49d5b7d-4cc8-4cc8-8e95-f97c17bdd4ad"
"en","swsh7","ec8686cf-e468-4b8f-8694-71d8cada638a","3a79e477-c93d-4789-a1c0-1b5ae445a3f3","220","1","true","false","false","exact","3a79e477-c93d-4789-a1c0-1b5ae445a3f3","3b323ac0-dbb3-49e4-a0b6-149ba0939df1"
"en","swsh7","e9a304a3-bac9-4f82-9efd-964aa00ef0d1","0e234032-de60-4944-9f9e-23df4bb2a65f","224","1","true","false","false","exact","0e234032-de60-4944-9f9e-23df4bb2a65f","87242ade-4dd6-4abf-8795-a8644b9e9150"
"en","swsh7","b7cb8c87-bc08-4243-813f-3d051271d546","1f2820f0-93b4-4c59-90e1-d89db0ad3f38","226","1","true","false","false","exact","1f2820f0-93b4-4c59-90e1-d89db0ad3f38","7c570a00-0fef-4a7b-9a58-065b91df7900"
"en","swsh7","da81d40d-3668-4422-a2e6-321777c5a51f","2583055e-85cc-4cd9-8399-261a4836d437","227","1","true","false","false","exact","2583055e-85cc-4cd9-8399-261a4836d437","2ecc6695-6a5b-4c2f-a229-f92f2cca01f8"
"en","swsh7","64b04acf-2229-4cb2-9149-087c2a784371","38bdfc3a-6686-42a5-91c1-57dcf0712854","233","1","true","false","false","exact","38bdfc3a-6686-42a5-91c1-57dcf0712854","59becea2-e4ab-4473-bee8-835ac155ad06"
"en","swsh7","c5315a0d-1bbd-4990-b44a-22ffec799bf5","2033addf-8fdc-43e6-80dc-9cff57c0eb6a","236","1","true","false","false","exact","2033addf-8fdc-43e6-80dc-9cff57c0eb6a","09eb886b-5a33-4829-8d23-a42d02511ce1"
"en","swsh7","a4f5155e-9b10-4de0-b0f7-68270e8f0f35","7b6d3d81-ccd6-4fb2-9034-878ba423a2c4","1","2","true","false","false","shared","b6e0957a-7a14-4a46-878a-c44e60cdfcc0","6aa85f92-77ff-42d4-b501-1451a98c55fe"
"en","swsh7","be17137d-b1f5-4460-a7dd-277d5d277d45","80b6c3ac-0ec3-421c-af56-75eefcd19508","2","2","true","false","false","shared","9e373851-6013-4a21-b5e4-313c7cb88a2b","4741b90e-d5c0-4a59-9f5d-da34c9087b75"
"en","swsh7","cf2f0887-b423-4189-8668-1cfc060fe82d","66a3036d-61cc-4dbf-9de4-97327830bc10","12","2","true","false","false","exact","66a3036d-61cc-4dbf-9de4-97327830bc10","4d628939-5799-4fef-b3d5-f5b649c74c48"
"en","swsh7","43513488-fde3-4bbe-8362-02bfff30585f","78f627a6-6717-4203-92fb-775b2d1e8d28","15","2","true","false","false","exact","78f627a6-6717-4203-92fb-775b2d1e8d28","3bd8927f-a311-4f51-a7f0-d5db2d1953e5"
"en","swsh7","e306e28f-f547-43b9-b1d5-213023b7f867","88c10039-ceaf-4a3f-b73d-582fc216ec16","20","2","true","false","false","shared","d2c421d6-e2f1-4ddc-8345-7b465011d6bf","4c00cce4-706b-45b6-a9d3-fdcd6a2b4ec3"
"en","swsh7","85afa7db-6cdf-4849-8427-1cc050a88232","6fd2fd5d-373b-4bc2-ae54-705457eae519","25","2","true","false","false","exact","6fd2fd5d-373b-4bc2-ae54-705457eae519","1a927e09-49ee-41d9-b550-ae33eecaca8f"
"en","swsh7","6f598edb-4bb0-4954-ba9e-2750c5f7b3f7","68b38e2a-2a15-4a85-90ff-061e5c3d5d21","30","1","true","false","false","exact","68b38e2a-2a15-4a85-90ff-061e5c3d5d21","a019300a-e601-4bbe-acb0-d391527ad76c"
"en","swsh7","5d00de78-b59c-4b09-9b79-d07232928eab","54e34e62-5465-4539-80fd-1bda39bbb766","31","1","true","false","false","exact","54e34e62-5465-4539-80fd-1bda39bbb766","e671e1bb-5a2b-4bfd-a017-2d9d355fa356"
"en","swsh7","43594898-0748-4dfa-ac28-c960ded7b514","79e902eb-f8e1-4494-954a-c84cfa6e52c1","32","2","true","false","false","shared","cc833481-52af-4012-a777-09b5a9862307","c0168dd4-9ae3-44b4-bfa0-c868dd479467"
"en","swsh7","bd63bbc9-99f3-4d52-b90a-7fd475749fe0","5ba07f24-0596-43fd-adad-837a95f05ba1","39","2","true","false","false","exact","5ba07f24-0596-43fd-adad-837a95f05ba1","32147854-9103-4f7c-a2bc-16ff3adaafdf"
"en","swsh7","2ccec034-9f9b-4d6a-b816-92babd02b47d","48749eef-2e0c-425c-8805-6b299244fc3b","43","3","true","false","false","shared","a3a1c6f6-6d38-4726-8be8-8a54d2da85a3","9bb62a95-8cd2-4c0a-80bd-b8dda258399e"
"en","swsh7","0c3e4ef7-8de3-4851-8fd7-41331a5890c3","7f1effa8-a540-416c-9549-eca2f73eeec7","44","2","true","false","false","exact","7f1effa8-a540-416c-9549-eca2f73eeec7","0a9462d1-dc0a-490b-b329-489a686044ff"
"en","swsh7","69265165-0101-400d-a690-64611ea4fd0e","46b5c5b5-67c9-4865-b3f0-4063aa7d5e25","48","1","true","false","false","exact","46b5c5b5-67c9-4865-b3f0-4063aa7d5e25","5ce53b0d-072f-45fa-aac2-a23f5611a4af"
"en","swsh7","72d7887a-22e4-4c93-808f-bc98e34b7f84","49252548-41ae-4d20-88cc-ad5ca3a9d861","50","2","true","false","false","shared","5fb21a97-0847-4461-9b5a-782498f11e88","bedc8d61-7d40-4bd0-9676-5aae779212a0"
"en","swsh7","e033dc32-bfcf-464b-a0f4-4995645a9b4a","471b0054-bf40-4675-bb12-3fdb264d06e2","51","1","true","false","false","exact","471b0054-bf40-4675-bb12-3fdb264d06e2","46a260e6-090c-4d41-97a7-e87f598059b1"
"en","swsh7","d18eff77-3316-443e-9943-09519885928d","6ca86a49-a08f-4766-99a5-3ef9a901cb01","53","2","true","false","false","exact","6ca86a49-a08f-4766-99a5-3ef9a901cb01","97d64d45-ee08-4b30-90cf-ac3b85229da9"
